,regulon
23,"[NR4A1,LMCD1,DUSP6,EGR1,FOS,ATF3,NR4A3,EHD2,MYO1E,ETV5,DUSP1,ID2,HOMER1,ERF,PLA2G4A,SPRY4,IER2,PDLIM3,OLR1,SERTAD1,COL6A2,CDKN1C,SLC2A3,ID4,GNA15,NPAS4,KLF2,ADAMTS1,NEDD9,TMEM151A,EGFL7,RELB,BTG2,GADD45B,CHI3L1,JUNB,PIM3,ARHGDIB,ENPEP,IGFBP2,H3F3B,TNFAIP6,C11orf96,FOSL2,ASCL1,S100A10,GEM,ELOVL5,ZNF331,CADM4,PRICKLE3,FSCN1,CDKN1A,CXCR4,SLC45A3,MAFF,JUN,RASSF2,TCF7L2,NAMPT,SHC4,SMOC2,MAML3,NR4A2,PTMA,IFI30,ARID5A,PHLDB2,GLA,NES,EHD4,DUSP7,ETV1,IGFBP6,INF2,ELL2,PDK4,PACSIN3,LGALS1,TRIB1,LZTS2,PRDM1,HAGLR,NACAD,NFATC1,GADD45G,LDLR,KLF6,GPX3,RCN3,CEBPA,MSC-AS1,KCNAB1,SERTAD4-AS1,TMEM176B,UCP2,LINC01480,TMC8,VWA1,RNF220,C4orf48,NUDT1,RPS9,ZNF267,PDE10A,AGBL1,SETD9,FHOD1,NDUFB7,INSIG1,AMOTL2,ANKRD37,CENPN,RGCC,EFS,ZBTB7B,CALCB,VSX1,OSGIN1,PTGS1,ARRB2,ZNF516,TRADD,MARCKSL1,BCL6,RASSF1,SOX8,BTG3,BOK,NCOA3,CEBPB,S100A8,WFS1,CDC42EP2,TRIM47,SUN2,ST8SIA4,MLC1,CCND1,RPL8,RDH10,PTGDS,SKIL,TMEM256,SYNJ2,CD81,COBLL1,PSD2,RCBTB2,RPS27,ELMO1,RNF166,RALGDS,VOPP1,NINJ1,RNF19A,SSNA1,SERPINE1,DPP10,HSPA6]"
24,"[SOX13,PMP22,MOBP,RASSF2,SHISA8,NHLH2,LCN12,TMEM255A,ITGB5,PTN,RHOG,CNDP1,RHOU,SEMA3B,B3GNT7,PDGFRA,GPR62,ATP1A2,OSGIN1,KAT2B,TSPAN4,MYRF,FLT3LG,VASP,EMP3,LAMB2,CSPG4,MMRN2]"
25,"[NAMPT,FGD3,CPE,EGFL7,SPRED1,ZNF281,BIN1,ZNF804B,MET,ATF5,BCL6,GPX3,UGCG,SYT17,LARP6,LZTS2,FBXO7,RND3,GPD1,SPARC,PRDX1,ADAMTS9,BSG,ADAMTS1,SDCBP,AHCYL1,GPD2,TIPARP,ERF,NPTX2,FHL3,NINJ1,IPO13,FIGN,SLC2A3,ADGRG1,BCL3,ASCL1,NR4A2,GLCE,PLOD2,GNAI2,CD82,DMRT2,LPGAT1,SKIL,TLE1,B3GNT9,TRIL,HIF1A,PLS3,ZBTB7B,FAM149A,CHD7,SLC1A2,SH3RF1,PDE4B,NFKBIZ,FAM126A,PAQR8,AMOTL2,PHLDB2,ZNF516,CECR2,PPP1R3C,SPRY4,RASSF3,DUSP6,BTG3,NETO1,ATP1B3,ITGA1,ARHGAP12,VEZF1,ATP8B1,IVNS1ABP,GREM1,MPP5,PTP4A2,TMEM256,LRRC8C,TRPS1,SLC16A1,FAM13C,ARHGAP29,HDAC9,GOLIM4,SIGIRR,GPCPD1,TRAM1L1,ATF3,ITM2A,COL19A1,SPHKAP,HMGCS1,EDN1,ZNF467,C1orf61,ADGRG6,PRRG4,RASGEF1B,ELOVL7,FAT1,GSAP,SMOC2,EZH2,TMCC2,PCED1B,MCAM,ANLN,BVES,KLF3,LILRA2,PIM1,RCBTB1,MGAT4A,ID4,EPS8,PDE10A,RNF220,LINC00863,HOMER1,RNF182,RNASEH2B-AS1,SLC22A3,MAML3,ZNF367,GRID2,CRYBG3,BAZ1A,HACD1,PRKY,CDKN2A,ZNF804A,IL6ST,DACH1,PDK4,SGMS2,MAN2A1,SCIN,SEMA5A,CRIM1,ATP10A,GATM,PLAG1,PSMA1,RAP1B,BCL11B,SYPL1,RNF152,GULP1,DSEL,PPARA,NFYA,KCNMB4,ENC1,SEMA3C,MIR155HG,PIEZO2,ITGB8,TMTC4,USP44,DSC2,SLC7A14,RAB3IP,NPNT,BCL2,CMTM8,BTBD3,PLD5,EDNRA,NFYC-AS1,FKBP5,GJA1,PTCH1,FERMT2,SVIL,KCNJ10,ROBO2,NRP1,CBLN2,KLHL5,CNTN5,RNF19A,ZEB2,PDLIM5,SORCS3,FOXN2,PBX3,RORB,SFMBT2,SLC44A5,NR4A3,VIM,NDRG2,SLC38A2,SRCIN1,NTNG1,C12orf42,NCK2,PRKG1,TTLL7,KCNC2,LINGO2,EPN2,STAT3,BRINP3,CDYL,ZNRF2,ZBTB37]"
26,"[DLX1,HOMER3,SOX2,GFAP,OLIG2,S100A16,TMEM176B,FCGR3A,NPY,TSC22D4,MT1E,GNG11,TM4SF18,GAD2,COL9A2,TAC1,EMX2OS,EZR,FBLN1,FGFR3,TUBB2B,EGFR,CST3,ZIC2,PVALB,TRIP6,NKX2-2,VIM,MAG,AIF1L,ALDH1L1-AS2,GJB6,ENTPD2,C1QL1,CA2,SRGN,RAB34,TSPO,ERMN,PI16,RAB13,APLNR,ACSS1,TMEM125,YAP1,SIGLEC9,CLDN11,PLEKHB1,TTYH2,FGD2,ADPGK-AS1,S100A9,DDR1,C3,NKX6-2,DCN,MAF,SLC45A3,CMTM5,SLC38A3,SLC6A1,TXNIP,CXCR4,IFITM3,DLX6-AS1,FCGR2A,RTKN,RHOC,LILRB1,CDC42EP1,AEBP1,SLC1A3,TNNT1,APOE,CSRP1,ALDH1L1,ARHGEF40,SALL1,ZFP36L2,PLP1,ZIC5,GLUL,FCGR1A,SFRP1,EMX2,COL1A2,CX3CR1,APLN,ADIRF,FCER1G,AXL,AHNAK,CLEC7A,HHEX,GPNMB,SEMA3B,HIF3A,LST1,AQP4,LAMB2,PRR18,CHST6,COPZ2,RARRES2,EPCAM,MRVI1,ICOSLG,NDRG2,CCDC80,SYT6,KCNH8,SLC25A48,MYL9,SOX21-AS1,S1PR1,GIMAP2,ZIC1,GPRC5C,LRIG3,AIF1,GPIHBP1,LYPD6,LRP10,ATP6V0D2,FGF11,NXPH1,APOC1,SH3BP2,PTGDS,GAREM2,APOC2,KCNJ10,INHBB,ZFP36,PLPP3,ATP1A2,TMIGD3,ENPP2,EBF1,STAT5A,ZNF536,BCL3,BST1,LATS2,WIF1,NACC2,FAM111A,CPA6,IFIH1,MAL,SMAD6,ADORA3,HIST1H2BD,ADGRL4,SIGLEC8,GPR149,HBA1,SLC9A3R1,KLF15,NOTCH1,NXPH2,RNH1,RNF166]"
27,"[TNFRSF10D,STOM,LMOD1,SIX5,TIMP1,BNC2,EPS8,FAM111A,HPN-AS1,KIT,CMKLR1,SERPINB9,SASH3,ALDH1L1,PHF21B,SOX9,WNT5A,KLK6,GLUL,ZNF462,RASL12,GADD45B,SGK2,CARD18,XAF1,SH3TC2,CHST3,RHOC,EVA1B,NDE1,CD93,DUSP10,SLC7A11,TRIB1,ZFP36L1,LAMC3,APOC1,FREM2,GLI3,PREX2,GAD2,IL18R1,MIDN,A4GALT,CDH23,SLC26A7,CSF1R,GPER1,PRR18,TGFBR2,RND3,LPAR1,MLC1,APOE,FGFRL1,PLAC9,CASC17,CD44,S100A13,DDR1,KLF2,TMEM98,EMP2,SULF1,SKIL,PAPLN,APLNR,ZFP36,RBM47,LST1,FCGR2A,LINC01422,AIF1,SLCO5A1,C1QB,NACC2,DLX1,MAPKAPK3,NFAM1,SFRP1,CCDC15,NGFR,VCAN,ATF3,FRZB,HLA-DRB5,EMX2OS,FGFR3,ATP1A2,ALDH1L1-AS2,AHNAK,HMX1,PRDM16,ZFP36L2,TMEM176B,BCL2L11,GSTM5,ZFHX4-AS1,CREB3L2,SLCO1C1,IRF5,GRTP1,RHOU,MARCKSL1,FOXP2,ERG,ENTPD2,FOXC1,ARAP1,NR4A1,ID2,LIFR,DPYSL5,BHLHE41,GADD45G]"
28,"[SOAT1,PTPRM,CRIM1,NET1,ARHGEF6,GJC1,TFRC,FRYL,PBX3,GRAMD1C,ARHGAP12,SPATA6,LRRK2,ITGB1,GPR37,LRRC8D,PLEKHH2,PLAGL1,FERMT2,CPOX,CLMN,QDPR,EZH2,SMAP2,PLD1,RAP1B,RASSF8,TAB2,SERTAD2,MAP3K1,TGFBR1,SH3KBP1,ABCA6,SLC12A2,TTLL7,MTUS1,RREB1,CNTN5,NEK7,SLCO5A1,NTNG1,USP3,UGCG,PDGFC,GAS1,AFMID,CAV2,USP44,ZNF367,LRRC8C,HTATIP2,PRR16,NOX4,RNF182,BMP2K,ST3GAL6,RHOU,GRM8,KIAA1324L,ADRA1A,SH3RF1,PITPNC1,RHOBTB3,CRYBG3,APAF1,CDH20,MOBP,PCYT1B,KLHL5,AQP4-AS1,UNC5D,ERBIN,SMC4,MFHAS1,KCNMB4,NCOA3,ZNF124,EGLN3,FARP2,USP6NL,BACH1,FIGN,ZFAND6,NFKBIZ,MBP,GPM6A,GHR,TESK2,PDE8A,PDLIM5,PPP2R5A,PLAG1,DPP10,SLC25A33,GRTP1,NABP1,RNF122,AKAP13,PDE4B,GAN,SGCZ,TBC1D4,ABCA1,NFE2L2,NPC1,SLIT2,BNC2,KANSL1-AS1,LIFR,WIPF1,CUEDC1,ALK,L3MBTL4,SGMS2,LAMA1,PIP4K2A,TAL1,TRIB1,PAIP2B,FAM149A,RNF19A,ZNF521,RASSF3,RHOBTB1,BAZ1A,LPIN2,ZNF281,CPE,IVNS1ABP,RDX,INPP1,GNAI1,GULP1,CPEB2,CACHD1,LINC00472,SUSD6,FOXO1,RBMS1,GOLIM4,TMEFF2,GNB4,LPGAT1,FAM110B,NRG1,RASGEF1B,CA3-AS1,BVES,FAM107B,LRIG1,PCSK5,FNDC3B,BMP2,ATP1B3,TP53BP2,SAMD3,DOCK5,PELI1,GPD2,NAMPT,AASS,BTBD3,CNN3,FADS2,GRB2,PIEZO2,PLCL1,PROX1-AS1,UACA,CHRM2,PROX1,ITPR2,EPB41L4A,LINC00271,ZFHX3,ZFYVE16,ZNF652,THSD7B,SALL3,CDK19,NDNF,PLSCR4,DLG1,TLE1,PHLDB2,C1GALT1,ARAP2,LEPR,FAM114A1,APBB2,PLPP1,RBP7,LYN,RCBTB1,TOX,PPARA,FOXN2,DTNA,PPARG,ELOVL5,PLS3-AS1,SEMA5A,IFT80,ZNF804A,NCK2,SLC16A9,PLS3,RHBDD1,MID1IP1,SYNE2,LINC00863,OCLN,KCNH8,ZBTB37,NR4A2,VEGFC,ETS1,UST,SOCS6,MEF2A,NHS,FZD5,ANXA4,MYO1B,CCDC50,RGS6,PLAC8,SLC22A23,MAP7,DACH1,MGAT4A,EML4,INPP4B,P4HA1,ZFP36L2,GRID2,MITF,RIMKLB,KAT2B,EDNRA,CHD7,SRGAP2-AS1,GLIS3,EPB41L2,TMCC2,YES1,DOCK10,LUZP2,COBLL1,RAP1A,STK3,GPC6,B3GNT5,RHOB,SLC4A4,CFL2,GALNTL6,DPYSL5]"
29,"[SLCO1A2,ZIC1,C1QL1,PON2,PLPP3,IRF8,PLEKHO2,ACSS1,GPIHBP1,SPP1,ZCCHC24,OPALIN,HSPA2,CLEC7A,SOX2,LRP4,APOE,PLEKHB1,FCGR1B,SOCS3,PLLP,S1PR1,S100B,MYRF,MAF,CCL2,MT1X,PMP2,MS4A7,HLA-DRA,CD9,PDK4,YES1,FCGR3A,NDRG2,ICOSLG,TNFSF13,MT1E,CNDP1,ASPA,SOX21,CR1,VIM,FGFR3,TSC22D4,PLPP2,PAPLN,HTRA1,TMC6,ALOX5AP,GIMAP7,PTGDS,ZFP36L2,PI16,ZFP36L1,TNRC6C-AS1,GAL3ST4,SFRP1,FA2H,NKX2-2,PRR18,PVALB,SUSD3,GAREM2,BST2,TYMS,S100A11,GLUL,SRGN,TLR3,LRP10,TTYH2,RGCC,CA2,NKX6-2,METTL7A,MYO15B,MAL,TUBB2B,F3,ACSBG1,GAD2,SLC13A5,SERPINA1,TMEM176B,PLP1,ERBB3,BCAS1,ZIC5,STAB1,NUPR1,TAL1,IFITM3,OLIG2,LFNG,CLDN11,DAAM2,IL13RA1,HOMER3,GPR37L1,LINC00463,KCNJ10,CAHM,SALL1,CST3,ALDH1L1-AS2,CD74,EMX2OS,GJB1,CLDN10,SLC43A3,EFHD1,PREX2,NTSR2,LGALS3,GGT5]"
30,"[DOCK10,PARD3,RGS20,IL33,SLA,TG,SLC7A2,MEPE,PP2D1,HMCN1,PRKX,C3,SLC1A5,S100A8,PRELP,SFT2D2]"
31,"[DACH1,GAS2L3,CDC14A,KLHL1,KLHL13,CDCA7L,THSD7B,PLD5,ADD3-AS1,PRRG4,FRAS1,LRRC3B,CDH20,PDLIM5,CDH6,SAMD3,FAM126A,NRG1,RCBTB2,MIR17HG,TMEFF2,KANK1,CNKSR3,NPNT,TRPC4,NR2F2,SGCZ,TOX,SLC16A9,SPOCK3,FRYL,STARD4,LRIG1,EDNRA,EDIL3]"
32,"[TULP3,PWWP2A,PRKG1,SATB1-AS1,VEZF1,RHOBTB3,RBPJ]"
33,"[ELL2,EPB41L2,RNF19A,SERTAD2,GNA13,ZNF516,RTTN,NBPF14,MRC2,BACH1,ITGB1,CENPE,KCNE3,APBB1IP]"
34,"[NPAS4,CLIC1,FLVCR2]"
35,"[GALNT6,KCNMB2,MYT1,UTY,B4GALT1,VWA3B,DEPDC7,NOS1,ZNF608]"
36,"[GIMAP2,PCAT19,SOX13,RARRES2,CTDSP1,LINC01344,SLC40A1,ICOSLG,TGIF2,CRNDE,ARHGAP6,FKBP10,SALL3,INHBB,EMX2OS,TUBB2B,APLN,HSPA2,STAT5A,SLC25A18,PHYHD1,PRKY,PIEZO1]"
37,"[ALDH1L1,FOXC1,UCP2,SOX18,PARVG,SOX21,RGS10,ALDH1L1-AS2,RBM47]"
38,"[APOE,IFITM3,ID3,TMEM63A,IGFBP7,MAF,BCAS1,EZR,SDC4,CMTM5,S100A9,TTYH2,PLP1,RAB34,PTGDS,S100A13,NTSR2,RAB13,COL9A2,CDC42EP1,ACSS1,ZFP36L1,AEBP1,RGS16,MLC1,GJA1,DLX1,PI16,MAG,ACSBG1,TSC22D4,MT1X,SALL1,HBB,GPRC5B,ZIC2,NKX2-2,TRIP6,EMX2,STAT5A,EMX2OS,CST3,FAM107B,TMEM125,FGFR3,ZFP36,C1QL1,DDR1,APLNR,STON2,NDRG2,LAMB2,TUBB2B,ALDH1L1,SYTL4,SLC14A1,RHOC,S1PR1,SLC1A3,SLCO1C1,TSPO,TMEM176B,SNX22,HIF3A,TMC6,DOCK1,DCN,AQP4,FBLN1,SMIM5,COL4A5,APLN,PAX6,SOCS3,CD74,SLCO1A2,SRGN,LFNG,SLC38A3,LPAR1,SOX2,SFRP1,PLEKHB1,SIGLEC9,GJB6,APOC2,RGR,APOC1,FGF11,GAD1,CSF1,CLDN5,EML3,ATP1A2,RARRES2,CD22,LINC00899,SLC45A3,CNDP1,TXNIP,AIF1,EVA1B,MOG,RGL3,PLPP3,MYL9,APCDD1,TAGLN2,LST1,LINC01608,GPRC5C,LYL1,HTR2C,TMEM255A,FLVCR2,IP6K3,GAREM2,COL9A1,TINAGL1,ATP1B2,THSD7A,PELI1]"
39,"[PRCD,HTR7,PHLDB1,ELOVL1,NKAIN1,CD82,LMCD1-AS1,MICALL2,SH3BP2,NDUFA4L2,CARD18]"
40,"[ERICH1,F13A1,TPRN,SIRT2,HSD17B7,EVI5L,HMGCS1,MCAM,C5,LMCD1-AS1,ACAT2,PPARD,TBC1D14,VMP1,COLGALT1,INSIG1,GNG7,DHCR7,LIMS1,PRDM11,RAB11B-AS1,MAGT1,WWP2,NCK2]"
41,"[STAT5A,CLEC7A,SLC1A3,CDC42EP1,NKX6-2,PLPP3,S1PR1,SALL3,LFNG,LDLR,EMILIN1,MT1E,GPIHBP1,RGCC,BCL6,BATF3,ANK1,COL5A2,DNM3OS,RND3]"
42,"[FES,ROBO3,SLC38A5,RASSF4,NAGA,HIP1R,ESAM,ABCA2,TAGLN,SH3BP1,IFIT2,RFC1,FDPS,PAIP2B,TTYH1,NDUFS7,CNPY3,SFTPC,ARAP1,EFNA1,LLGL1,HILPDA,C11orf71,TALDO1,LINC01159,SHROOM1,GAMT,DOK1,PROCA1,LINC01137,C1orf162,TRMT1,PABPC4,EMC10,SCARA3,MOB3C,ARHGAP4,COLGALT1,PTH1R,DTHD1,C1R,SAMD9L,MUSTN1,COL9A3,SHMT1,OTOF,MMAB,CNTN2,FCHO1,ACSM5,GSTM2,TNS1,DSEL,GRN,C5AR2,QDPR,TAP1,CSPG4,CADM4,CLUL1,SASH3]"
43,"[GULP1,EPB41L2,GALNTL6,ROBO1,ZNF804A,PLCB4,PLEKHA2,GALNT13,KIF13B,LIFR,SLC4A4,INPP4B,DSE,EPHA6]"
44,"[ICAM2,PIEZO1,PPP1R3B,IRAK3,GIMAP8,UHRF1,LUCAT1,SGK2]"
45,"[ACTL6A,IFIT2,RNF182,CTSC,JAM2,CFL2,CEBPD,DOK3,CPNE2,MYLIP,RAB3IP,ROBO3,C12orf75,SVIP,LMO2,KCNAB1,ZFAND6,BHLHE41,CNDP2,IRF9,ISG15,INPPL1,TFRC,PRKY,GNA13,SLC38A11,PTPRZ1,GPM6A,FAM126A,ATP1B3,HIP1R,FTH1,CD93]"
46,"[SPP1,GJB1,TXNIP,NDRG2,S100A1,PLPP3,CMTM5,MLC1,PVALB,S100A13,GPRC5B,SEMA3B,FCGR3A,EFHD1,VSIG4,APCDD1,GFAP,AQP4,LYL1,APOE,PLP1,SIGLEC9,C3,HBB,S100A16,RAB13,SLC7A10,HOMER3,TRIP6,GJB6,TNNT1,ZIC1,CX3CR1,CD22,EZR,MAG,HIF3A,COLEC12,MOG,LAMB2,ATP1A2,SRGN,CSF1,RTKN,SLCO1A2,DCN,BTBD17,SMIM6,SLC45A3,GPRC5C,FBLN1,OTOF,ITGAX,COL4A5,RASL12,APLN,AEBP1,OPLAH,RASSF2,RAB34,LST1,SMIM5,RHOC,CD300A,TSC22D4,RARRES2,AXL,XAF1,DDR1,PTN]"
47,"[GLRA1,RNF122,CD40,CDNF,FYCO1,AKAP3,PCYT1B-AS1,IFITM3]"
48,"[IL18R1,PLAC9,CASP10,SLC26A7,PI15,SAMSN1,ABI3BP,PTCSC3,LINC01411,GIMAP2,CASC17,PCDH15,C4orf19,OSMR-AS1,CXorf21,DENND2C,TMEM255A,EPSTI1,TINAGL1,LHCGR,TNFSF10,SELPLG]"
49,"[TLR7,ASIC4,SYTL4,TMEM255A,IL21R,ERG,RFX4,APLNR]"
50,"[CEACAM21,IL18R1,EDA2R,S100A8,LEF1]"
51,"[PCA3,MYO16,ZNF813,ERAP2,SIGIRR]"
